"CpG.site","Coefficient","Panel","Training.cohort","Short_name","Name","SeqId","UniProt","Predictor","chr","pos","UCSC_RefGene_Name","GencodeCompV12_NAME"
"cg09072576",0.000778515058459692,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr22",19838287,"GNB1L, C22orf29","C22orf29, GNB1L"
"cg06681845",0.0167365453472546,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr17",61959271,"GH2","GH2"
"cg10566581",-0.0284699700390805,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr20",35220415,"TGIF2","TGIF2, RP5-977B1.11"
"cg01411366",0.00854632532981481,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr3",112012867,"SLC9A10","SLC9C1"
"cg05438378",0.06127769305422,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr15",67383736,"SMAD3","SMAD3"
"cg02867102",0.0045298768324,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr17",62398693,"",""
"cg05981038",-0.000369967170767097,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr5",40841590,"CARD6","CARD6"
"cg22104478",0.00109050381934944,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr2",55845289,"SMEK2","SMEK2"
"cg25352592",-0.00139164566906875,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr1",6481151,"HES2","HES2"
"cg20507228",-0.0269031065304642,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr15",91460071,"MAN2A2","MAN2A2"
"cg16983541",0.00639762783927363,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr3",52231347,"ALAS1","ALAS1"
"cg12686441",0.00340842624914061,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr8",436693,"",""
"cg09027725",0.00375820024020995,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr20",30226046,"COX4I2","COX4I2"
"cg26266274",0.00290016622090297,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr9",132482399,"PRRX2","RP11-483H20.6"
"cg02711608",0.0054780568522964,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr19",47287964,"SLC1A5","SLC1A5"
"cg06500161",-0.0256615503971713,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr21",43656587,"ABCG1","ABCG1, TMPRSS3"
"cg22055337",-0.000611461022424525,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr3",66446342,"LRIG1","LRIG1"
"cg21393163",0.0234063537080362,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr1",12217629,"",""
"cg01119072",-0.0135716813699144,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr16",84076582,"SLC38A8","SLC38A8"
"cg05374025",0.00165733397137947,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr19",55549746,"GP6","GP6"
"cg22397926",-0.00492905156198171,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr8",83290913,"",""
"cg22304262",0.0109718128621643,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr19",47287778,"SLC1A5","SLC1A5"
"cg14703610",0.00800822309652575,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr5",56206110,"C5orf35","SETD9, AC008937.3"
"cg17830167",0.00201127587049876,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr5",31797570,"PDZD2","PDZD2"
"cg15044270",0.00478204756494925,"SomaScan","KORA","L-selectin","L-selectin","4831-4","P14151","sL-Selectin","chr3",196065485,"TM4SF19","TM4SF19"
"cg23648810",0.0198119900013206,"SomaScan","KORA","Lysozyme C","Lysozyme C","4920-10","P61626","Lysozyme","chr10",30337992,"KIAA1462","KIAA1462"
"cg13575271",0.0174412038174863,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr9",140008980,"DPP7","DPP7"
"cg03102879",0.00797672514679417,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",23313295,"SCNN1B","SCNN1B"
"cg12607514",0.0243616947325521,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",33422080,"ZBTB9","ZBTB9"
"cg15855170",-0.0141456641444746,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr11",116574279,"",""
"cg09143801",-0.00607424096534834,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",151105049,"SEMA6C","RP11-68I18.10, SEMA6C"
"cg27103616",-0.0108680538911493,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",37626335,"MDGA1","MDGA1"
"cg17971531",-0.00729069574068867,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",24882680,"C1orf130","C1orf130"
"cg02513874",-0.00431914788304104,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr8",101322210,"RNF19A","RNF19A"
"cg25062812",0.00421780595176621,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",25519484,"STXBP6","STXBP6"
"cg01188584",0.00592270472588951,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",103901,"SNRNP25, POLR3K","SNRNP25, POLR3K"
"cg06156729",0.0198912795544263,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",84079122,"",""
"cg26341058",-0.0348130643877651,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",13881331,"",""
"cg07135405",-0.00536201930913557,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr20",62573077,"UCKL1, MIR1914","MIR1914, UCKL1"
"cg04690927",-0.0121457002841269,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr7",45961524,"IGFBP3","IGFBP3"
"cg04689082",0.00672108494329692,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",194406572,"FAM43A","FAM43A"
"cg01618083",0.0170314137448502,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr11",45868993,"CRY2","CRY2"
"cg18583563",0.00352473447105495,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr15",29864140,"FAM189A1","FAM189A1"
"cg27612058",0.0160541660683606,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",30228670,"UTP6","UTP6"
"cg21206266",0.0102716651704237,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr8",98656243,"MTDH","MTDH"
"cg08770961",0.0056492398979583,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",66956122,"RRAD","RRAD"
"cg19961800",0.0277743242941741,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",62550978,"SYT16","SYT16"
"cg09435929",-0.0051731194750565,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr8",86350913,"CA3","CA3"
"cg08018049",-0.0327837625787251,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",30569985,"PPP1R10",""
"cg16242106",0.00385463123733383,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr15",76136846,"UBE2Q2","UBE2Q2"
"cg24729481",0.0225693889237453,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",43833600,"ELOVL1","ELOVL1"
"cg09895009",0.00755055203057609,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",152595992,"LCE3A","LCE3A"
"cg11405475",-0.0261014908736252,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",203830200,"SNRPE","SNRPE"
"cg02143877",0.0118586229357646,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr20",52790141,"CYP24A1","CYP24A1"
"cg05348272",0.00306596365565939,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",80710049,"TBCD","TBCD"
"cg16185493",0.00466700520388572,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr20",3451615,"ATRN","ATRN"
"cg13581422",0.00499083960939396,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",130236522,"",""
"cg20034792",-0.00586384188325936,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",29521781,"",""
"cg13043177",-0.0143264668247435,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr5",169010744,"CCDC99","CCDC99"
"cg06728579",0.0863957032974619,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",56224901,"GNAO1, LOC283856","RP11-461O7.1, GNAO1"
"cg22477374",-0.00101720208336516,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr7",11013361,"PHF14","PHF14"
"cg19962075",0.00310402508140726,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr18",48256050,"MAPK4",""
"cg05055400",0.000684992470356297,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",103592,"POLR3K, SNRNP25","SNRNP25, POLR3K"
"cg19515530",0.00598454917136708,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr4",68566579,"UBA6, LOC550112","RP11-453E17.1, UBA6"
"cg01645998",0.010635522349867,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",82045222,"SDR42E1","SDR42E1"
"cg04744134",0.00831995828903637,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr19",8408128,"KANK3","KANK3"
"cg04783646",0.00920482803205671,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",136289016,"R3HDM1, ZRANB3","ZRANB3, R3HDM1"
"cg20460554",-0.00485937555009664,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr21",43917260,"RSPH1","AP001625.4, RSPH1, SLC37A1"
"cg25637824",-0.0137884529390967,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",54304148,"TMEM48","TMEM48"
"cg13939431",0.0222916400138185,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",37980360,"MEAF6","MEAF6"
"cg14945867",0.00651106310881326,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",54908007,"CNIH","CNIH"
"cg15650240",-0.00802058571725161,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",15736530,"EFHD2","EFHD2, RP3-467K16.4"
"cg12519676",0.00282220883632926,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr4",174912210,"","RP11-161D15.3"
"cg23014425",-0.00227913954276191,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",46648525,"HOXB3","HOXB3, HOXB-AS3"
"cg06033579",0.00382918639230258,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",12662841,"DHRS3","DHRS3"
"cg22498143",0.00993364318844299,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr19",40993991,"SPTBN4",""
"cg15866021",-0.0214858458993668,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr12",6151674,"VWF","VWF"
"cg27545611",-0.0171262718690749,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",68517177,"DIRAS3","DIRAS3, RP11-518D3.1"
"cg06219310",-0.00624370920882718,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr4",802229,"CPLX1",""
"cg16612998",0.00189541515090845,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr11",46940465,"LRP4","LRP4"
"cg20475486",-0.00313444316293101,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",70317075,"",""
"cg09584801",-0.00603694638174089,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",71162393,"SSTR2","SSTR2"
"cg23339899",0.0113824447776626,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr8",145137239,"GPAA1","GPAA1"
"cg00989249",0.0103217155873644,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr5",177548398,"N4BP3",""
"cg22190291",-0.00783683276238077,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",21766732,"NBPF3","NBPF3"
"cg09571097",0.00395298305969532,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",899782,"TIMM22","TIMM22"
"cg19862860",0.0146119788220715,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr22",20008420,"C22orf25","C22orf25"
"cg07119260",-0.0144636314501237,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",43454536,"ZFP36L2, LOC100129726","ZFP36L2"
"cg11519836",0.00221071907824544,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr10",133647534,"",""
"cg03844838",0.00577182540809928,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr10",661087,"DIP2C",""
"cg21086902",-0.0122029960031397,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr7",4820767,"KIAA0415","AP5Z1"
"cg04391800",0.00465721502985104,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",65779802,"MAGI1","MAGI1"
"cg00015373",0.00563214004004131,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr9",134247288,"",""
"cg14442841",0.00781260750130778,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",20127257,"MBOAT1",""
"cg08131184",0.013194759542604,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr19",33764378,"",""
"cg02091781",0.00954402343537169,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",94808883,"",""
"cg14284187",-0.00217746478888606,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr9",116355097,"RGS3","RGS3"
"cg07748217",0.00200758582417101,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",86613731,"FOXL1","FOXL1"
"cg17024919",-0.0199108470870051,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",21792248,"ZNF385D","ZNF385D"
"cg22477971",0.00713498345352508,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",22984594,"C1QB","C1QB"
"cg06956786",0.00874860011902958,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr7",3713348,"SDK1","SDK1"
"cg06536503",0.00187322296474449,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",42750688,"","KIAA0240"
"cg24394643",-0.016785132501407,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",122740578,"SEMA5B","SEMA5B"
"cg21954650",0.00296972694168814,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr15",26487777,"",""
"cg11578532",-0.00500409857324957,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",161008127,"TSTD1","TSTD1, F11R"
"cg04374959",-0.00934415379452177,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",7328585,"C17orf74","C17orf74, RP11-104H15.7"
"cg24021129",-0.00815177767184704,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr5",114408148,"",""
"cg23883738",-0.00428920634119907,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",179974586,"SESTD1","SESTD1"
"cg24887381",-0.00144364042181637,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr10",63661384,"ARID5B","ARID5B"
"cg21606664",-0.000217518703355948,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",57790248,"DAB1","DAB1"
"cg20534997",0.0160451994781083,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr10",61122716,"FAM13C","FAM13C"
"cg12085155",0.0226976884925616,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr22",37769679,"ELFN2","ELFN2, RP1-63G5.5"
"cg19692314",0.00576628013513684,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",45042285,"RNF220","RNF220"
"cg15760943",-0.000928763942452605,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",185827402,"ETV5","ETV5, DGKG"
"cg09246253",0.00187048629379634,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr7",5643021,"FSCN1","FSCN1"
"cg10672482",0.0164562090383057,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr12",55725839,"OR6C3","OR6C3"
"cg13069920",0.000389564916898615,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",32346339,"",""
"cg08240860",0.0263551441366099,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr21",46232829,"SUMO3","SUMO3"
"cg08751876",0.0116469534996813,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr5",34452378,"",""
"cg20632871",-0.0590225374265422,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",2318918,"MORN1","MORN1"
"cg22693030",-0.00201230253107638,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr15",71109119,"",""
"cg05604486",-0.00481868397925667,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr13",38173002,"POSTN","POSTN"
"cg25991879",0.000337107865576837,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",2948822,"SERPINB6",""
"cg24859433",-0.0391058864528705,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",30720203,"",""
"cg16362189",-0.000285940312430203,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr11",10915085,"","CTD-2003C8.1, CTD-2003C8.2"
"cg22450406",0.010491576910045,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",235422165,"",""
"cg14321539",0.0114689624023965,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr8",53326384,"","ST18"
"cg08560952",0.0045578557112855,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",50278816,"","ADCY7"
"cg02975268",-0.000127415066626743,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",35309385,"AATF",""
"cg26787256",-0.00442840287575393,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",71695338,"DYSF",""
"cg07837642",0.00151903560264101,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",70323574,"AARS","AARS, DDX19B"
"cg04944283",0.00702841458179733,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",28963745,"ZNF311","ZNF311"
"cg26351663",-0.0132935401763666,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr11",126072352,"RPUSD4","RPUSD4"
"cg13054534",-0.0213004997862708,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr13",113980128,"GRTP1",""
"cg16298760",0.000349274085153101,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",66805513,"","AC007392.3"
"cg15662902",0.0161666185927382,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr11",1859510,"TNNI2","TNNI2"
"cg03038061",0.0150887425599373,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",47070186,"",""
"cg16119613",-0.0169566273037113,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr12",127762762,"","RP11-955H22.1"
"cg23844497",0.0199425459761676,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr19",56135921,"ZNF784","ZNF784"
"cg01911191",-0.00148014454152064,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",50328815,"",""
"cg14598846",-0.000317507615268933,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr8",145008909,"PLEC1","PLEC"
"cg27511494",0.00377070643629438,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",166855868,"",""
"cg20694964",0.00130451800614624,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",20958921,"PINK1","PINK1"
"cg13695906",0.0193323724235189,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr21",33942312,"",""
"cg09276445",-0.00373282327907883,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr13",102106423,"ITGBL1","ITGBL1"
"cg17459911",0.00248107626905774,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr15",71968614,"THSD4","THSD4"
"cg22877129",-0.0162653759642925,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",57376284,"C8A",""
"cg18520517",0.00188452344585377,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr22",22875038,"ZNF280A","ZNF280A"
"cg26466858",0.00621377652896325,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",152595842,"LCE3A","LCE3A"
"cg00014830",-0.00199924938754043,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",77765733,"",""
"cg14413721",0.00225946131136568,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr9",86322043,"UBQLN1","RP11-522I20.3"
"cg24699271",0.011156426439907,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",4638584,"ITPR1","ITPR1"
"cg07615572",0.00463325855207699,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr17",7405889,"POLR2A","POLR2A"
"cg24549153",-0.000688457142260376,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr18",37421319,"",""
"cg14613878",-0.0110393543329332,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr20",35504198,"C20orf118","C20orf118"
"cg05324894",0.000890394763461553,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",105850192,"PACS2","PACS2"
"cg27607843",-0.00685766379215666,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",68125182,"NFATC3","RP11-67A1.2, NFATC3"
"cg21142224",-0.0122031761356736,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr14",74704439,"",""
"cg09869531",-0.00219212933423613,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",22910629,"HS3ST2","HS3ST2"
"cg02609733",0.00290189531319116,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",33260145,"RGL2","RGL2"
"cg16589887",0.0169113172406156,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",18697115,"",""
"cg09459982",-0.00039773473534186,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",33386556,"CUTA, SYNGAP1","CUTA, SYNGAP1"
"cg09614276",0.000723138749236333,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr2",28975489,"PPP1CB","PPP1CB"
"cg00215744",-0.00383836392620689,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr16",57334530,"",""
"cg09931939",0.00750724925221583,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr10",35894295,"GJD4","GJD4"
"cg03225235",0.0259087356688742,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr4",5814643,"EVC","EVC, CRMP1"
"cg05450477",-0.000837539800669806,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",20426845,"E2F3",""
"cg07377172",-0.028290722331151,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",32057761,"TNXB",""
"cg19810723",-0.0303907853291011,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",58823579,"","DAB1"
"cg21005410",0.000806212561758967,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr7",4177351,"SDK1","SDK1"
"cg05198093",-0.0100390770758777,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr6",32315772,"C6orf10",""
"cg00969035",-0.00199359867078237,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",148991036,"",""
"cg08883487",-0.00361201390129449,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr1",23997231,"",""
"cg16473288",0.0084375364969369,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr9",125290120,"OR1N1","OR1N1"
"cg15484384",-0.00176545655791927,"SomaScan","KORA","MMP-1","Interstitial collagenase","4924-32","P03956","MMP-1","chr3",134203672,"ANAPC13, CEP63","ANAPC13, CEP63"
