"CpG_Site","Coefficient","Mean_Beta_Value","Predictor"
"cg02462812",-0.022296182976928,-5.95699952659385e-16,"CXCL9"
"cg02476533",0.00884405770318983,-3.4949362352567e-16,"CXCL9"
"cg03404662",-0.000974537620192662,-9.25152811502374e-17,"CXCL9"
"cg03547181",0.00217636969574395,2.6672426668111e-16,"CXCL9"
"cg04659154",0.00388820140385812,4.84859424435388e-16,"CXCL9"
"cg05146888",-0.00629655978144386,-1.01572272418312e-16,"CXCL9"
"cg05165982",-0.0142509363272202,-3.39235460159301e-16,"CXCL9"
"cg05304729",-0.0168067470946302,1.29451075355145e-16,"CXCL9"
"cg06690548",-0.00837695502292268,-1.6799223222825e-16,"CXCL9"
"cg06723525",0.000448030375966189,2.22858004372035e-16,"CXCL9"
"cg07554626",-0.0357763921769217,7.2107232139605e-16,"CXCL9"
"cg07839457",-0.0803213867424695,-1.63585415055171e-16,"CXCL9"
"cg09077443",0.00473564066925924,-6.14668751165527e-17,"CXCL9"
"cg09122035",-0.00241156738363589,1.66405084156551e-16,"CXCL9"
"cg10180058",0.0255265507661452,-2.42143606752977e-16,"CXCL9"
"cg10296410",0.00621838655824215,-1.20086108715675e-16,"CXCL9"
"cg10364301",0.00207495954305642,-1.01774987247362e-16,"CXCL9"
"cg11859384",-0.0160197340382058,-1.49129117103301e-15,"CXCL9"
"cg12691382",0.0260218760109809,-1.86719749285207e-18,"CXCL9"
"cg13020868",0.00631374585821768,-4.96942764716124e-16,"CXCL9"
"cg13689560",0.0012212714211716,-8.1684163401517e-17,"CXCL9"
"cg13826862",0.0150559007326065,5.28734422316252e-17,"CXCL9"
"cg14831166",0.0076306859661677,7.90399244070856e-16,"CXCL9"
"cg15203403",-0.00238706914113383,2.18334254445792e-15,"CXCL9"
"cg16108823",-0.00353173865275943,1.38613531615119e-15,"CXCL9"
"cg16331890",0.00736353033576094,3.79828547086847e-18,"CXCL9"
"cg16536330",-0.0190990525084454,-1.09230580929471e-16,"CXCL9"
"cg17536822",-0.00740607690718161,-2.47185549558699e-16,"CXCL9"
"cg17636693",-0.00544690287565207,-3.75956303539212e-16,"CXCL9"
"cg17900127",-0.00464416451459426,-1.29080587984205e-16,"CXCL9"
"cg18125510",-0.00422276297021508,1.65368215153196e-16,"CXCL9"
"cg19075225",0.0109613503709422,5.19323578436283e-16,"CXCL9"
"cg19131731",0.00417089502892218,8.76952280634161e-18,"CXCL9"
"cg19628299",-0.00355826212970611,-5.71600554587017e-16,"CXCL9"
"cg21389309",0.0055552457592154,-1.40373823676043e-17,"CXCL9"
"cg22506801",0.0031620761005656,7.83662770712552e-16,"CXCL9"
"cg22874989",0.00152478386028958,-7.892592829295e-16,"CXCL9"
"cg24129390",0.00509092243008983,-1.66076601875493e-16,"CXCL9"
"cg24461506",0.0133725588732385,9.79213300226846e-17,"CXCL9"
"cg24691965",0.00566873638710369,-3.4792828340624e-16,"CXCL9"
"cg25736517",0.00756773319246986,2.32897846593511e-15,"CXCL9"
"cg25762658",-0.00223852109946118,4.02986547901448e-16,"CXCL9"
"cg26011692",0.000119365053867848,-8.8664157860923e-16,"CXCL9"
"cg26140475",-0.0286342540275046,2.09892619158174e-16,"CXCL9"
"cg26879815",-0.0112793992192874,-1.50205368976142e-17,"CXCL9"
"cg26914630",0.00513441318215378,-5.17260775382912e-16,"CXCL9"
"cg27341636",0.00986995722056213,-2.79982711742193e-16,"CXCL9"
"cg27360300",0.00396819594948756,-8.09409583008807e-16,"CXCL9"
"cg00419333",-0.0182065017939185,-6.09436856139186e-17,"EN.RAGE"
"cg00574017",-0.00399970922018836,1.00312110428673e-15,"EN.RAGE"
"cg00705730",-0.00318691889212755,1.24133466402768e-16,"EN.RAGE"
"cg00908271",-0.000674644051499542,8.06429080259439e-16,"EN.RAGE"
"cg01434559",0.00206086940145959,-6.09314000544441e-16,"EN.RAGE"
"cg01793161",-0.00796031196776547,-2.02591020906065e-16,"EN.RAGE"
"cg02475834",-0.00110952010267275,-4.92870253538629e-17,"EN.RAGE"
"cg03226554",-0.00527250087350209,1.56476518250618e-16,"EN.RAGE"
"cg03411579",0.023063041621864,-2.22956573838116e-16,"EN.RAGE"
"cg03507593",0.0119785913709864,2.46811964467266e-16,"EN.RAGE"
"cg03807873",-0.00198553656066412,1.15400224098838e-15,"EN.RAGE"
"cg04315086",-0.00146250105979543,4.72848322996544e-16,"EN.RAGE"
"cg04468741",0.00472326834422762,8.54980149178619e-16,"EN.RAGE"
"cg04960880",-0.0165474190414768,-5.14439557421285e-16,"EN.RAGE"
"cg04988978",-0.0195256781596044,-1.34939430661087e-16,"EN.RAGE"
"cg05266271",-0.00323384549057899,5.20912678071893e-16,"EN.RAGE"
"cg05358715",0.0171795601423503,1.943330169404e-17,"EN.RAGE"
"cg05501357",-0.0268455939671633,-4.82515813019343e-17,"EN.RAGE"
"cg05575921",-0.0221412924341944,3.96369778207288e-16,"EN.RAGE"
"cg05709770",-0.00136669726738338,3.30694673034149e-16,"EN.RAGE"
"cg05860956",-0.000342082620151857,-1.26773777487615e-16,"EN.RAGE"
"cg05958050",0.0218526949609616,-4.38175289702818e-16,"EN.RAGE"
"cg06355720",-0.0126344910782967,6.23350577504717e-17,"EN.RAGE"
"cg06500074",-0.00098728610231692,-4.20715545734751e-16,"EN.RAGE"
"cg06528340",-0.00567858876445391,1.70119260320599e-15,"EN.RAGE"
"cg06601993",0.0117405912846157,-1.00607242650906e-15,"EN.RAGE"
"cg06760077",0.0131768509038649,2.96053484307089e-16,"EN.RAGE"
"cg07031070",0.0214195719538099,-6.37294784312048e-16,"EN.RAGE"
"cg07213264",-0.00692640124596668,-6.80433016478751e-16,"EN.RAGE"
"cg07308232",7.67814523999523e-05,7.28222262997133e-16,"EN.RAGE"
"cg07794010",0.0475670524213825,-7.400355130281e-16,"EN.RAGE"
"cg08072202",0.000656907219581431,9.93227542622369e-17,"EN.RAGE"
"cg08240881",-0.00573133611429793,1.55992573768907e-15,"EN.RAGE"
"cg08268798",0.00315937083253141,3.84612976388001e-18,"EN.RAGE"
"cg08376310",0.0361078995146594,1.24382101840403e-15,"EN.RAGE"
"cg10045909",-0.0332720642797895,-1.2264941046907e-16,"EN.RAGE"
"cg10311104",0.00617550889402925,-2.15742602354447e-17,"EN.RAGE"
"cg10365597",0.00623809498838938,2.17184839061492e-16,"EN.RAGE"
"cg10470200",-0.00274658068788013,-1.06378317613065e-15,"EN.RAGE"
"cg10624395",0.00745292544913327,9.80372033554389e-16,"EN.RAGE"
"cg10649130",0.000240420129898005,2.87328568675844e-16,"EN.RAGE"
"cg10976975",-0.00302295160747023,2.1404251139358e-16,"EN.RAGE"
"cg11231069",0.0387463237933068,4.72877720364021e-16,"EN.RAGE"
"cg11882488",0.00888424392325405,-6.74341163266399e-16,"EN.RAGE"
"cg12448298",0.00522526482801176,6.16212933853991e-16,"EN.RAGE"
"cg12760498",-2.6530512842956e-05,6.84680858636139e-16,"EN.RAGE"
"cg12802093",-0.00874954609355363,5.50502475945728e-16,"EN.RAGE"
"cg12802921",-0.0110634791362016,-5.67346269171003e-17,"EN.RAGE"
"cg12806681",-0.000682519093559042,-4.2007351218541e-17,"EN.RAGE"
"cg13661323",-0.0109045132880028,-1.35039152479191e-15,"EN.RAGE"
"cg13765061",-0.00528109962590925,-2.42249424885012e-16,"EN.RAGE"
"cg14109551",0.0276852200899753,7.37601200356026e-16,"EN.RAGE"
"cg14225168",-0.00818400480293832,-1.59812391494921e-16,"EN.RAGE"
"cg14230378",0.00266513245288923,2.33611369336386e-16,"EN.RAGE"
"cg14522441",0.0109707331336073,-2.11505602218783e-16,"EN.RAGE"
"cg14676817",0.00398916530008775,2.12805467691979e-16,"EN.RAGE"
"cg15563184",-0.0357364901550975,-9.1225762063488e-16,"EN.RAGE"
"cg16945415",-0.00105413725295834,3.40944038874318e-16,"EN.RAGE"
"cg17735983",0.00674340074913014,3.2228188371976e-17,"EN.RAGE"
"cg17827328",0.0105422886489045,-1.92930678873303e-15,"EN.RAGE"
"cg18315708",0.00347470565748239,5.96048632078056e-16,"EN.RAGE"
"cg18384460",-0.001332990744327,-1.50925000423828e-16,"EN.RAGE"
"cg20253251",0.00402245084363809,2.92941638208826e-16,"EN.RAGE"
"cg20458223",0.0113892349765606,8.80284188796234e-17,"EN.RAGE"
"cg20977312",-0.029733223438486,-1.84706788554566e-16,"EN.RAGE"
"cg21609154",-0.00758867409951544,-1.88808892255928e-15,"EN.RAGE"
"cg22051865",-0.00212693110113397,-1.06712196123222e-16,"EN.RAGE"
"cg22513955",-0.0207556440788679,-2.61137837544366e-17,"EN.RAGE"
"cg22562040",0.00689900279121264,1.05188613276035e-16,"EN.RAGE"
"cg23205183",-0.017991823988645,-1.2998287961847e-15,"EN.RAGE"
"cg23391288",0.00164426674954024,1.1155429258907e-15,"EN.RAGE"
"cg23609571",0.000422849980809412,7.75500695406249e-17,"EN.RAGE"
"cg24822825",-0.0100690515583993,-1.39772184401929e-16,"EN.RAGE"
"cg25051805",0.00201056268325577,-5.51309927769385e-16,"EN.RAGE"
"cg25354587",-0.00493126031074402,-1.34669061616474e-16,"EN.RAGE"
"cg25359292",0.00496374853510795,1.54181974727179e-16,"EN.RAGE"
"cg25809434",-0.0122880807565833,-5.03335318303294e-15,"EN.RAGE"
"cg26102082",0.0206218337927728,1.1459050474378e-15,"EN.RAGE"
"cg26118759",-0.00539950258479276,2.67712439518318e-17,"EN.RAGE"
"cg26230601",-0.000577721735709261,1.15682488390144e-15,"EN.RAGE"
"cg27405128",0.0148837700294822,1.29479072552959e-15,"EN.RAGE"
"ch.5.1906008F",0.00657530066357457,7.44176545782896e-17,"EN.RAGE"
"cg00574958",-0.0359693209160306,-1.11146211282228e-17,"FGF.21"
"cg00596643",0.0217057154642366,1.20675109290179e-17,"FGF.21"
"cg00865724",0.0147693441373105,7.8972047155647e-17,"FGF.21"
"cg01040499",-0.00213476537711967,1.12437341183634e-17,"FGF.21"
"cg01134185",-0.0031323166308771,1.68845096634332e-16,"FGF.21"
"cg01195628",0.00533934523284271,-2.65387228562001e-16,"FGF.21"
"cg01262948",-0.00839687679888331,-1.20347029712785e-16,"FGF.21"
"cg01426169",0.0239665903185263,1.34009123242684e-16,"FGF.21"
"cg01747664",-0.00929456225157573,-1.05391459758206e-16,"FGF.21"
"cg01816258",-0.0116871300699998,8.27988967071797e-16,"FGF.21"
"cg01829163",0.00667069476949378,7.71880575329525e-16,"FGF.21"
"cg02372404",0.0180806582103258,-5.95720149796998e-17,"FGF.21"
"cg02683509",-0.00269442274757314,5.00609273157228e-16,"FGF.21"
"cg02712555",0.0120471591892069,-1.0676479541719e-17,"FGF.21"
"cg02954903",0.0149819640271215,2.98419956900371e-16,"FGF.21"
"cg02998240",-0.0116573594921409,-2.01501328024006e-16,"FGF.21"
"cg03594868",0.0061055177882249,5.51574658962701e-16,"FGF.21"
"cg03964343",-0.0194189007467908,1.48250202416735e-15,"FGF.21"
"cg03979532",0.00779196838664705,4.93731048109173e-16,"FGF.21"
"cg04583842",0.0469622885426872,2.45665714953309e-16,"FGF.21"
"cg04630879",-0.000503892003934603,6.69897854945914e-17,"FGF.21"
"cg05477823",-0.000336520430256484,8.86342090991984e-17,"FGF.21"
"cg05575921",-0.0363181319032243,3.96369778207288e-16,"FGF.21"
"cg05603985",-0.0200144649687046,-3.65422721843827e-16,"FGF.21"
"cg05769923",0.00925129894808033,-2.36683192885881e-16,"FGF.21"
"cg05893845",-0.000419728166569605,-2.13034327281988e-16,"FGF.21"
"cg05966078",-0.0112262395440405,2.2141765727449e-16,"FGF.21"
"cg06144920",-0.00324106281377104,6.47683295884605e-16,"FGF.21"
"cg06190677",0.00221434304059799,-2.98298092576183e-17,"FGF.21"
"cg06500161",0.00420090939500559,1.03102592807571e-15,"FGF.21"
"cg06690548",-0.0923675907692492,-1.6799223222825e-16,"FGF.21"
"cg06872036",-0.000551597522738688,4.27455147790753e-17,"FGF.21"
"cg07017214",-0.00191378391284098,2.21704010556846e-16,"FGF.21"
"cg07465431",0.0184622406286554,-5.78190281181275e-16,"FGF.21"
"cg07466560",-0.00299967802118799,5.19351086194259e-16,"FGF.21"
"cg07626482",-0.0231263795955843,8.24576765994551e-16,"FGF.21"
"cg07633530",-0.0149423352928298,-2.10645736964388e-16,"FGF.21"
"cg08058672",-0.00269461186757371,2.40256599337574e-16,"FGF.21"
"cg08417991",0.00899538461617027,-7.00570461018013e-16,"FGF.21"
"cg08763705",-0.0280735721217515,6.86412732209263e-17,"FGF.21"
"cg09029046",0.000513039316022821,3.38548354776789e-16,"FGF.21"
"cg09140665",-0.00982254907783268,-4.8383222031997e-16,"FGF.21"
"cg09422701",-0.00133393805000595,2.23771491168161e-15,"FGF.21"
"cg09563120",-0.0118138103226104,-1.79017848102413e-17,"FGF.21"
"cg09805507",-0.0122279114119912,1.77742617251437e-16,"FGF.21"
"cg09807315",0.00366011001006809,7.40701522934056e-16,"FGF.21"
"cg10434754",0.01528727415351,-8.28185989839442e-16,"FGF.21"
"cg10757065",0.0128109222913621,6.06307538897344e-18,"FGF.21"
"cg11058932",0.0180860075700844,-7.21043636504286e-16,"FGF.21"
"cg11282718",-0.0278961234930245,2.96899750568521e-16,"FGF.21"
"cg11848882",-0.0119059011198077,1.35600856327928e-15,"FGF.21"
"cg12087004",-0.000454804892543563,-1.09157970361119e-16,"FGF.21"
"cg12250561",-0.0336793279516959,-4.23947468917683e-16,"FGF.21"
"cg12490907",-0.0187216685767579,-5.0853046971801e-16,"FGF.21"
"cg12547807",-0.00249022615533409,3.90572030322825e-16,"FGF.21"
"cg12940230",-0.00403607805651738,3.48391810812183e-16,"FGF.21"
"cg13035046",0.0441269233634361,-2.29991125350842e-16,"FGF.21"
"cg13185413",0.00138957558417365,6.74021230693901e-17,"FGF.21"
"cg14387312",0.00783575451561807,-1.14568337455934e-15,"FGF.21"
"cg14693375",0.0146489423565986,-4.89884422710014e-16,"FGF.21"
"cg15135222",0.000496131137533191,5.14582238427184e-16,"FGF.21"
"cg15539879",-0.00844860453314551,-6.53517914387233e-16,"FGF.21"
"cg15979035",0.0111708079514538,-1.36427079950557e-16,"FGF.21"
"cg16010596",0.00387590587580425,1.06730596582949e-16,"FGF.21"
"cg16524240",-0.0036695309201954,1.40434749642696e-15,"FGF.21"
"cg16575379",0.011583225065863,2.7758549427302e-17,"FGF.21"
"cg16944941",0.0195300767482997,-9.46033677982707e-16,"FGF.21"
"cg17165695",0.00618286645718949,-3.55359590959685e-16,"FGF.21"
"cg17183174",0.0138886624258933,-5.4410698417067e-16,"FGF.21"
"cg17240760",-0.0122056241132453,-2.20304305552167e-16,"FGF.21"
"cg17412560",-0.0026006775717885,1.56972649164747e-16,"FGF.21"
"cg17884201",-0.00319905790052756,3.91127103113632e-16,"FGF.21"
"cg18972013",0.00564027093114671,8.6644481272253e-16,"FGF.21"
"cg19211853",-0.0180397359328879,1.47862439058606e-16,"FGF.21"
"cg19366835",0.010962312767313,-1.22677460328132e-16,"FGF.21"
"cg19427345",0.0117940666165876,-2.98276036806274e-16,"FGF.21"
"cg19575244",-0.00159124516248995,3.79368411684844e-16,"FGF.21"
"cg19589396",-0.00178386760376597,6.92205283667599e-16,"FGF.21"
"cg20202016",0.00702319839899581,9.473473592893e-17,"FGF.21"
"cg20384374",-0.0022083204459797,2.92572266017263e-17,"FGF.21"
"cg21421701",0.0026003851036032,-7.71258057419288e-17,"FGF.21"
"cg22103219",-0.0450576232153964,-2.44328305107741e-16,"FGF.21"
"cg22304507",-0.00538627220422415,8.65408934989733e-17,"FGF.21"
"cg22345519",0.000133376170623265,2.05559279915184e-16,"FGF.21"
"cg22367556",-0.016211422425852,-7.44602916031527e-16,"FGF.21"
"cg22439241",0.0113871966859506,2.41644997662454e-16,"FGF.21"
"cg22906486",0.00193802157969155,-3.71199134178395e-16,"FGF.21"
"cg23280807",0.00718439628524435,-9.8529567441449e-17,"FGF.21"
"cg23527409",0.000853352117933813,-7.03125058176823e-16,"FGF.21"
"cg23712018",0.0159756896284665,8.08166777547089e-17,"FGF.21"
"cg24453118",0.00467016998704391,-2.9104279750114e-16,"FGF.21"
"cg24502933",-0.00312050197240519,1.04669667650476e-15,"FGF.21"
"cg24924577",0.00111054686014563,1.01734561994931e-16,"FGF.21"
"cg24976563",-0.00848105116082384,-1.53852872902022e-16,"FGF.21"
"cg25264268",0.00402599359805983,-1.30463844093067e-16,"FGF.21"
"cg26131932",-0.00540723669270567,-6.54386391304599e-16,"FGF.21"
"cg26195577",0.0101516218213678,1.50350156431976e-16,"FGF.21"
"cg26806713",-0.0121508057982584,1.14397578711488e-17,"FGF.21"
"cg26992213",-0.00283643867108334,-3.51634644021484e-17,"FGF.21"
"cg27101899",-0.0286986549451972,6.68316110944419e-16,"FGF.21"
"cg27243685",0.00921926646914257,-1.07111046222995e-15,"FGF.21"
"cg27346982",-0.00365302376151981,-2.87486180694518e-16,"FGF.21"
"cg27659622",0.00202790788610918,-1.96683567250349e-18,"FGF.21"
"cg00970325",0.00136484109712695,3.55978143787691e-16,"HGF"
"cg00971034",-0.0223831065421022,1.73484242844373e-16,"HGF"
"cg01078446",-0.0068729611202403,2.60585204208447e-17,"HGF"
"cg01502116",0.00674329931104762,1.11472379566078e-15,"HGF"
"cg02892925",0.00252572766996847,-4.69642492058529e-16,"HGF"
"cg03250220",-0.00102213076978471,-1.00733827901124e-16,"HGF"
"cg03547181",0.0229559698002474,2.6672426668111e-16,"HGF"
"cg03721362",0.00855365746086665,5.09931297646367e-17,"HGF"
"cg03807873",-0.015833206209068,1.15400224098838e-15,"HGF"
"cg04308687",0.0108845468558241,1.28595670818259e-17,"HGF"
"cg04988978",-0.0093320228882207,-1.34939430661087e-16,"HGF"
"cg05112224",0.00722935257742455,2.4141818256797e-16,"HGF"
"cg05358715",0.00245918935585169,1.943330169404e-17,"HGF"
"cg05575921",-0.0650557215385033,3.96369778207288e-16,"HGF"
"cg05709879",-0.0162024849128505,6.28754643836049e-16,"HGF"
"cg06762176",0.0114312503029678,1.45945863901098e-16,"HGF"
"cg06827038",0.00194918674447642,2.92607247025928e-16,"HGF"
"cg06872548",0.00609949634405842,5.02803992637786e-16,"HGF"
"cg07031070",0.00772909249665349,-6.37294784312048e-16,"HGF"
"cg07037944",-0.000531120428882169,3.22751436192061e-16,"HGF"
"cg07794010",0.02850986472229,-7.400355130281e-16,"HGF"
"cg08051310",0.00322573721834226,1.52669543673767e-16,"HGF"
"cg08072202",0.00184753364735266,9.93227542622369e-17,"HGF"
"cg08101193",0.00605980431161658,8.261164569883e-16,"HGF"
"cg08376310",0.0130256660510488,1.24382101840403e-15,"HGF"
"cg08625803",0.000953829510918337,1.87188909895866e-15,"HGF"
"cg08825291",-0.00912804159238413,-8.6465098473955e-16,"HGF"
"cg09163035",-0.0098889638033091,1.91339379856143e-16,"HGF"
"cg09607043",0.0026150165610672,-9.63402844603564e-17,"HGF"
"cg09809720",0.00280470839509834,2.52567064484843e-17,"HGF"
"cg10195814",0.00695248867810325,-4.66602691194628e-16,"HGF"
"cg10518543",-0.00255139841186497,-6.37936813989239e-18,"HGF"
"cg10624395",0.0278993133525842,9.80372033554389e-16,"HGF"
"cg10649130",0.0111018842569564,2.87328568675844e-16,"HGF"
"cg10987503",0.0214142562516705,6.85451695403572e-16,"HGF"
"cg11198895",0.00123588521457139,-2.29939083646562e-16,"HGF"
"cg11227064",0.00585661461829342,8.66381222716254e-15,"HGF"
"cg11231069",0.00274421850386835,4.72877720364021e-16,"HGF"
"cg12802093",-0.0123474497914849,5.50502475945728e-16,"HGF"
"cg13066481",-0.0255279876366713,2.86064326988316e-16,"HGF"
"cg13209683",-0.0111811998266087,8.25757090433929e-16,"HGF"
"cg13677111",0.00821883719967255,7.45568661372368e-18,"HGF"
"cg13797425",0.000841388157947722,2.70339306496226e-17,"HGF"
"cg14225168",-0.0330746431468312,-1.59812391494921e-16,"HGF"
"cg14457610",-0.00372377529876371,-1.26806192034851e-15,"HGF"
"cg14522441",0.0418525077594286,-2.11505602218783e-16,"HGF"
"cg16254746",0.00651776722020659,-1.37827849796655e-16,"HGF"
"cg16770933",0.00349987526746551,3.88559472295848e-17,"HGF"
"cg17835016",0.00666580244344318,5.56469552976629e-16,"HGF"
"cg17901584",-0.0060528059296295,3.17018732693646e-16,"HGF"
"cg18146226",0.00718711125014767,9.10862291160398e-17,"HGF"
"cg18315708",0.00727600035504075,5.96048632078056e-16,"HGF"
"cg18748374",0.0226551651931221,-7.31492619453013e-17,"HGF"
"cg19621076",0.00940565528921594,3.38565825920369e-16,"HGF"
"cg19828063",-0.00462459412092464,-3.84510999429377e-16,"HGF"
"cg20059928",-0.0112286987649228,2.64229920185885e-16,"HGF"
"cg20415170",0.00392074142563604,-4.63257904259606e-18,"HGF"
"cg20719263",-0.00979430124783207,-1.85214257125699e-16,"HGF"
"cg21128569",0.00140483642805914,1.17813620962145e-16,"HGF"
"cg21348975",0.00581396609353492,3.7612323969657e-16,"HGF"
"cg21520549",-0.00645484999784955,1.28126062586989e-15,"HGF"
"cg22443762",0.00171894897418601,2.5653329287223e-16,"HGF"
"cg22590032",0.0252989544706049,4.62677019712793e-16,"HGF"
"cg23391288",0.0215043189175239,1.1155429258907e-15,"HGF"
"cg24089263",0.00719195325724479,-8.81266290101276e-16,"HGF"
"cg25208740",0.0019901725632716,5.70286005918685e-16,"HGF"
"cg25645310",0.000771997702086866,4.90396413953066e-17,"HGF"
"cg26102082",0.0169289048069373,1.1459050474378e-15,"HGF"
"cg26787505",0.0101709471973224,6.62573294840652e-17,"HGF"
"cg27050612",-0.0171185720680151,9.82688632847736e-17,"HGF"
"cg27202236",0.00163844933598627,1.11690905160524e-15,"HGF"
"ch.1.171672612F",-0.00259231719174743,9.07054069751049e-17,"HGF"
"cg00281048",0.00838437872527178,-7.27689238231934e-16,"MMP.1"
"cg01612140",-0.0116131832933782,2.00208107161267e-16,"MMP.1"
"cg01730148",0.00319562809800245,-3.3519566091021e-16,"MMP.1"
"cg01914278",0.00565185627887388,-2.7012618332632e-17,"MMP.1"
"cg02583484",-0.0263428338189348,-4.26749905254756e-16,"MMP.1"
"cg02853948",-0.00823781163318847,2.55459963698674e-16,"MMP.1"
"cg03615605",0.0152243918298207,-3.54466704004836e-16,"MMP.1"
"cg03723307",-0.0148593339588995,5.9314526256896e-16,"MMP.1"
"cg05211192",-0.00768087534454921,-7.41281230347081e-16,"MMP.1"
"cg09731958",-0.00372311242191348,-4.68583505330855e-17,"MMP.1"
"cg10098888",-0.000568947503539137,8.16114444129482e-17,"MMP.1"
"cg12608169",0.00566920631698942,-1.20273926606875e-15,"MMP.1"
"cg13308279",-0.0121312565848936,-1.79136157792335e-16,"MMP.1"
"cg15414698",-0.00775216666330409,4.7808458580878e-16,"MMP.1"
"cg15908791",0.002015330876646,-1.31935942825662e-16,"MMP.1"
"cg16300021",0.00469491467129856,-1.59050624853092e-15,"MMP.1"
"cg16489826",0.00933164768531151,6.19788082773461e-17,"MMP.1"
"cg17063929",0.0057800473867986,1.79443575574042e-16,"MMP.1"
"cg17571335",-0.0440059835413204,-4.01290607886042e-16,"MMP.1"
"cg19570558",-0.00196621179819334,-5.71400999432869e-16,"MMP.1"
"cg19914732",-0.010818781731342,-2.92870452591901e-16,"MMP.1"
"cg20536364",-0.0149489813674543,3.29753585548431e-17,"MMP.1"
"cg20948778",0.0161787966563459,-7.01333150780549e-16,"MMP.1"
"cg21037180",-0.0413507843127057,-2.30777078994279e-17,"MMP.1"
"cg21341592",-9.48169053383043e-05,-8.10768150285341e-16,"MMP.1"
"cg22719334",-0.00843144562028595,1.42329352668748e-16,"MMP.1"
"cg22877129",-0.037414837233358,2.66109059391236e-17,"MMP.1"
"cg23363971",0.00659712389371037,1.09106672109758e-17,"MMP.1"
"cg23736989",0.000559769293944936,4.22359567954698e-16,"MMP.1"
"cg24028809",-0.00706739344453442,-1.72240693929737e-16,"MMP.1"
"cg25312763",0.0166336894289724,1.8325021714594e-16,"MMP.1"
"cg25623774",-0.00680285982405069,9.83446428211893e-16,"MMP.1"
"cg26248581",0.00312375896485725,5.14702368027896e-16,"MMP.1"
"cg26910511",-0.0166867822384983,2.51993614467213e-16,"MMP.1"
"cg00129811",0.00998766604368195,-4.72920972286402e-16,"OSM"
"cg00324161",0.00288559165188169,2.04637274387703e-17,"OSM"
"cg00645731",-0.00890786304045658,2.79414636269618e-16,"OSM"
"cg00908271",-0.0115220854462933,8.06429080259439e-16,"OSM"
"cg01163842",0.00210653418681643,2.43941152000549e-17,"OSM"
"cg01434559",0.000270075130765083,-6.09314000544441e-16,"OSM"
"cg01556246",0.00026751961646839,-4.88331845199015e-16,"OSM"
"cg02475834",-0.0054825480577585,-4.92870253538629e-17,"OSM"
"cg02816363",0.00279087858401212,1.17512398621424e-16,"OSM"
"cg02878901",0.00426112289821418,9.93201521770229e-17,"OSM"
"cg02892925",0.0135768187787478,-4.69642492058529e-16,"OSM"
"cg03411579",0.0350713057362911,-2.22956573838116e-16,"OSM"
"cg03507593",0.00260275281168932,2.46811964467266e-16,"OSM"
"cg04366687",0.00592631523798063,2.00836371343018e-17,"OSM"
"cg04468741",0.0296227592394397,8.54980149178619e-16,"OSM"
"cg04518985",-0.00537167629520711,-5.25963852084683e-16,"OSM"
"cg04657768",-0.01042734070512,1.2219991883468e-15,"OSM"
"cg04945388",0.00524921390753948,-3.52884264468286e-17,"OSM"
"cg04996523",-0.0016464829507603,-1.27215016794611e-17,"OSM"
"cg05242065",0.00395204645322277,3.95054679693569e-16,"OSM"
"cg05358715",0.030785371157106,1.943330169404e-17,"OSM"
"cg05501357",-0.00402890113965312,-4.82515813019343e-17,"OSM"
"cg05575921",-0.0625759778164595,3.96369778207288e-16,"OSM"
"cg05709879",-0.000622341984949593,6.28754643836049e-16,"OSM"
"cg06028804",-0.0125535602369354,1.93348198934486e-15,"OSM"
"cg06133392",0.0122731455443611,-2.72134125749763e-16,"OSM"
"cg06405206",0.0189713174726552,-6.22497217463356e-16,"OSM"
"cg06528340",-0.00428432484243649,1.70119260320599e-15,"OSM"
"cg06572849",0.0115128469475439,4.02364153900032e-17,"OSM"
"cg06760077",0.0203659061680271,2.96053484307089e-16,"OSM"
"cg06837426",0.0018857951051768,2.00286959636412e-16,"OSM"
"cg07031070",0.0190560611690158,-6.37294784312048e-16,"OSM"
"cg07091392",0.0143332407395562,-2.25310469686197e-16,"OSM"
"cg07213264",-0.00325028020498539,-6.80433016478751e-16,"OSM"
"cg07794010",0.0245880753411939,-7.400355130281e-16,"OSM"
"cg07915730",-0.00938406231531346,1.05805741152614e-17,"OSM"
"cg07924892",-0.000321685317241928,1.17494834546229e-16,"OSM"
"cg08240881",-0.00876416678582062,1.55992573768907e-15,"OSM"
"cg08287220",-0.0144062028669621,-1.01953945657953e-15,"OSM"
"cg08376310",0.0378590595782169,1.24382101840403e-15,"OSM"
"cg08935410",-0.00835784211439788,-4.24733722894802e-16,"OSM"
"cg09030852",3.38861025565172e-05,9.06728301847572e-16,"OSM"
"cg09123368",0.0128882830865395,5.58212330525887e-18,"OSM"
"cg09163035",-0.00582449568089591,1.91339379856143e-16,"OSM"
"cg09248345",0.00290145090762864,9.40837809445697e-17,"OSM"
"cg09518270",0.00892617573124339,-9.90934764799611e-17,"OSM"
"cg09548084",0.0128170039872229,-5.66660805580353e-16,"OSM"
"cg09590193",0.00230012589904198,5.3063704224294e-17,"OSM"
"cg09809720",0.00982915587794071,2.52567064484843e-17,"OSM"
"cg09882128",0.0013500756122981,4.07753722899457e-17,"OSM"
"cg10045909",-0.0134519866291893,-1.2264941046907e-16,"OSM"
"cg10195814",0.0209908528846542,-4.66602691194628e-16,"OSM"
